[2025-06-06T10:09:16.092+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2025-06-06T10:09:16.358+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: etl_landing.trigger_etl_ods_dag scheduled__2025-06-05T00:00:00+00:00 [queued]>
[2025-06-06T10:09:16.375+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: etl_landing.trigger_etl_ods_dag scheduled__2025-06-05T00:00:00+00:00 [queued]>
[2025-06-06T10:09:16.376+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2025-06-06T10:09:22.413+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:55546 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.418+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:56056 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.420+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:56132 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.424+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:56354 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.427+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:56432 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.431+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:56988 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.434+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:57091 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.437+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:57358 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.440+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:57434 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.447+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:58345 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.450+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:58406 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.453+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:58686 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.456+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:58746 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.463+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:59712 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.466+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:59769 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.469+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:60031 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.471+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:60092 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.476+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:60579 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.479+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:60644 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.481+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:60688 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.484+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:60743 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.488+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61069 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.491+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61134 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.493+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61178 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.496+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61233 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.499+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61621 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.502+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61682 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.506+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61785 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.509+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61884 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.511+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:61955 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.514+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62044 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.517+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62140 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.520+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62242 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.522+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62313 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.525+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62404 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.528+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62640 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.531+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62742 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.533+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62813 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.536+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:62904 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.540+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:63213 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.543+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:63315 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.546+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:63386 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.548+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:63473 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.552+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:63827 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.555+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:63888 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.559+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:64318 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.561+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:64356 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.568+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:65278 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.571+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:65338 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.578+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:66505 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.581+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:66574 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.586+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:67257 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.589+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:67349 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.592+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:67617 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.594+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:67690 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.597+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:67896 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.600+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:67978 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.603+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:68160 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.605+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:68221 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.609+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:68640 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.611+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:68721 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.614+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:68778 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.616+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:68867 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.621+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:69498 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.623+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:69595 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.626+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:69737 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.628+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:69788 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.634+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:70246 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.637+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:70307 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.641+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:70563 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.643+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:70622 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.647+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:71055 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:22.650+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:71116 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.593+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:175 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.596+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:222 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.601+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1130 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.603+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1223 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.604+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1246 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.606+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1374 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.608+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1407 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.610+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1463 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.612+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1651 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.614+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1718 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.616+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1993 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.618+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:2078 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.620+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:2375 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.622+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:2436 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.629+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:3953 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.631+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:4056 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.633+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:4087 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.635+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:4146 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.636+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:4185 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.638+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:4235 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.643+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:5169 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.645+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:5225 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.647+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:5262 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.649+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:5318 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.655+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:6368 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.657+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:6428 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.659+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:6469 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.660+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:6519 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.664+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:6954 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.667+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:7027 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.669+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:7198 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.671+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:7264 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.673+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:7309 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.675+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:7371 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.680+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:8153 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.682+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:8213 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.684+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:8253 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.686+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:8299 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.693+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:9388 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.696+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:9444 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.701+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10445 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.704+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10501 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.705+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10538 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.707+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10593 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.712+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10836 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.714+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10892 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.716+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10929 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.719+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:10985 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.721+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:11144 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.723+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:11195 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.725+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:11333 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.727+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:11390 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.732+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:12213 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.734+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:12296 SyntaxWarning: invalid escape sequence '\d'
[2025-06-06T10:09:23.736+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:12352 SyntaxWarning: invalid escape sequence '\d'
